roll_number,previous_percentage,past_attendance,study_hours,commute_time,board_exam_marks,tuition_hours,attendance,exam_marks
R0001,85.810833022484,79.05953205372364,6.8920367944364775,0.8341104724654111,74.19105812704136,6.476595856402946,71.43520317275674,72.27633619142708
R0002,83.8147069888555,88.92709928409337,18.989685760117517,0.4582332278227981,86.72593594962675,9.168232920234201,81.11696584218461,76.8041612466557
R0003,84.10797422955999,87.71229259295782,14.074250197215564,0.46358055523315933,91.07915800731855,6.427419004014251,79.49987242639845,76.46780283062984
R0004,77.05654876083162,87.2818742264489,14.892350871868764,1.8027998824584663,84.92731541362092,0.3319648610546988,79.19109315314887,72.22941996802017
R0005,93.20901300569369,80.54853967601917,11.026905055000457,1.6678332009220738,85.21021316523743,9.96762584986409,73.04529278917923,77.9564499680038
R0006,75.6931084966878,97.3412024363183,18.634713378722964,1.1070617707143666,83.43482781815601,0.989523016865349,88.38920447688554,74.43537825462465
R0007,88.73334564773444,87.15932976961001,14.568957343694983,1.2322216008314422,85.25507400120563,6.826418014450607,78.95342750384697,78.04044166498726
R0008,79.88520557114306,83.86169001039843,16.537548042853814,0.948651141100582,89.57231173805019,2.5283620307479007,76.1789453965707,73.36710843808447
R0009,82.65497211485379,85.7769064048204,10.528437035415708,0.7833330857576177,88.58068461615522,3.9198111290696014,77.67495442120261,74.60773328613145
R0010,89.54191432177673,88.72472398814786,19.40017821228688,1.830953762436663,79.5241473904014,6.459341848009382,80.32425249745215,78.63679058829948
R0011,91.66152227281691,93.53444204570644,17.306919352374727,0.25122540704060414,78.23088931217731,4.36487349307707,84.92239357310606,80.92265128452388
R0012,74.66290544344969,93.9549189656853,17.809226945218157,0.8368935794324559,90.43143964309304,2.5054605893112827,85.2301902104866,73.67876678212737
R0013,84.77025006838707,95.00926815418039,7.582914011386315,0.6891238159757507,85.76501199934812,3.344461868783247,85.96769807534571,77.4034907433621
R0014,84.73018858182968,98.64972465170095,9.064448118068292,0.9963014405022967,86.12259276586099,3.4154811692317635,89.28130740307445,78.71119181155602
R0015,73.44917997333211,92.6002163373162,9.284398995253657,0.9152637490903501,93.35643932176163,9.593239045082138,83.7865078348288,71.97960688982242
R0016,86.7247749627418,97.51524872732332,9.063638348703067,1.0377790633021629,75.44866215537925,7.98613015923451,88.17501800627319,78.22164917008911
R0017,75.39481308052099,86.83003486772537,17.831122431564317,0.2798379544539882,84.66236620919895,4.5854877147940005,79.0790762889353,71.6742350348425
R0018,81.29864938368002,88.12741444232869,5.478271928128882,1.0262830030265542,83.74908536949002,1.9982092034136412,79.43743892540131,73.3399490779206
R0019,81.64974721113799,88.7930540576031,6.141499834711615,0.48483762777442174,88.78507004527299,8.11016110262656,80.32187066173101,74.48892986071058
R0020,82.41892404703705,93.28956968219921,9.108723059448556,0.3686626979763825,91.34449518509629,1.571824716083735,84.40691786087505,76.6156876105424
R0021,77.83324555737484,82.8238089357251,7.9980946197416545,0.12966843757238244,86.31671081104382,2.104622171420034,75.02660927828703,70.89494553229568
R0022,88.27596797482494,94.35037250576602,8.477894208242725,1.5253051175122818,93.07265968110124,3.6601339184015114,85.35060624637241,79.82880230082014
R0023,72.4441575634381,86.5346569726255,16.9691478387995,0.8548838417131199,75.24243601894231,8.803481958519901,78.740315922047,69.20822052335792
R0024,85.4432518877095,87.78817249616633,13.446898908380703,1.2532873666235167,85.38158236944508,1.3178666863411026,79.65032762252768,76.58337471595263
R0025,79.68257402356438,84.94884716165785,5.08655991939452,1.4551866866094867,86.98128008762507,1.2223419285452608,76.65937509157017,72.06506711720856
R0026,83.30128215887831,85.18522238288078,11.43984148556293,1.358633330627107,91.79127914162873,4.939749883052659,77.16446286035806,75.13067060681374
R0027,84.435380827589,87.03289013541033,11.118273902755384,0.9410014381793645,93.01117869126105,2.7641054109367467,78.88676041847651,76.18938790910191
R0028,76.99007650712632,90.66511868393751,6.709179041668153,0.7757970579034597,91.43523700651731,5.687279416481599,81.91589683556278,72.84055113573268
R0029,82.45772740695233,73.55748787536564,15.142126829021857,0.7519198192813275,82.45501680856644,4.516366846832235,66.87254735201266,71.0763283721895
R0030,82.61214239907184,89.46070530943602,15.531457825692366,1.2800975938601127,85.51778985424798,4.349591063512168,81.28817426294938,75.83860147126443
R0031,79.4162318184429,95.27786872630925,15.813398285781465,0.9895887098837468,84.16058646053477,1.1197297048699328,86.51932233476518,75.70103642913115
R0032,79.62939189966657,85.08163598218769,15.927064183378882,1.6982644959770212,77.77986219555888,1.4104969024984015,77.40589118712339,72.38033894853757
R0033,84.62167959001829,95.73010723900589,5.000792403984452,1.7494039686534242,74.91294556422432,8.210785774468501,86.13862425853608,76.25639326417961
R0034,72.46609785633584,92.53485090315678,19.308812057700834,0.34112075601303693,91.49367472172713,8.858827375717444,84.23337243497201,72.55269448449879
R0035,67.8496871556367,95.77564485689223,17.213131505819945,0.2724673030914513,91.68983216444204,2.346835328852502,86.97262328871344,70.99462254675504
R0036,80.21072557495508,82.98022017239383,18.55972544883928,1.260801852071999,86.80751987862574,1.1346050152476905,75.49538206055074,73.31680585045908
R0037,82.76042928540508,89.6119097559653,5.234649429611512,0.6024514961245588,83.07635063336714,0.5341667193451061,80.93830347980212,74.50708971592715
R0038,92.79457296356145,76.6942742927875,19.00788193678609,0.03714143753019772,90.41054448925325,6.082976137418968,69.82977783898791,78.33425542751807
R0039,82.9528324487462,84.90460117151164,17.14682793032157,1.7772853387259102,85.49174743264868,7.153532125002055,77.19593174856526,74.85622349878597
R0040,74.2574309078907,94.92472431644637,17.55828714438048,0.4538015344876165,90.42547575698481,3.728099892032055,86.29052012153586,73.72073407190177
R0041,67.6368457719023,78.07294247490458,6.399310770829528,1.8585613033716182,87.76340581468855,6.796758674906396,70.38769074299395,64.29815980337925
R0042,82.02640320087093,90.5449257699145,16.081670433778967,1.4348689017565073,85.13543597428588,7.129588155595261,82.23858055923331,75.80957102863898
R0043,91.68507721269702,80.49243021522099,19.398750344631367,1.5253069798229686,82.88631281103147,9.353422813969054,73.2607040443967,78.00518443066164
R0044,72.89022747648565,76.72945337416711,15.178210121272409,0.40292299158632083,84.3014625004553,0.6487363783510725,70.01502076534015,67.19323280467744
R0045,79.01277958375326,94.25087320630202,13.558421069369096,0.46838885123362584,83.34697357053632,1.922917232310798,85.60048416003043,74.69503817462052
R0046,83.25124524210406,91.42594737301079,19.184445166234955,1.0425355076481315,81.33249104090838,0.6852598759698814,83.19717411459155,76.50251850241118
R0047,78.24630577417693,77.28972949210686,11.64405682601654,0.3441997052997243,75.97525538115053,8.679939333361105,70.08257454639293,68.88145376141756
R0048,88.47275745836527,79.38880049903705,13.98940349465718,0.6108633853660645,91.54353616902705,7.925871600335686,72.16925248837143,76.33345058228343
R0049,86.39711271384195,90.90776450486189,12.145074402415492,0.6429249558956089,87.85283965751441,5.74642070621839,82.46884311848311,77.97144565220603
R0050,72.33853810070006,93.80681739309574,18.992693320404488,0.3192598665055282,87.22831539557694,0.8366341005118316,85.38526058545989,72.51018499581409
R0051,84.10851444355035,82.40936043838506,6.141270901482609,0.4103656667903215,89.96852068365432,2.733123586537196,74.35345490264373,74.08412154185726
R0052,87.20603083178801,93.43120449633447,12.516795512380224,1.5771036840165131,83.54494768753896,2.9771984805851694,84.61410986149893,78.54824863737355
R0053,80.46930300843145,91.41129064465767,15.304286620781575,0.33439170909453675,85.15777941621015,5.607431960154171,83.02645763322182,75.2804919141222
R0054,73.3951902902724,87.53574185999325,16.878598076333553,0.05691478368784497,78.02443340224505,2.580438940367155,79.65227934037212,70.02448117855941
R0055,89.89739567062081,94.82004679040028,13.745279711662045,1.2587098852578769,79.98590019973166,0.7295986391295484,85.99370691779464,80.04182704032185
R0056,74.02278179048962,82.10584232866955,18.63376616182181,1.9519662387849,86.55888386347362,7.307623018532993,74.80243131547394,69.75708816226323
R0057,77.12182404512129,87.15154599799435,19.129871703258075,0.6624276292462428,89.18046700787606,2.9908021165541134,79.49393563076752,73.32769513633917
R0058,85.34747120548043,85.1761229373421,5.9647883479037525,0.2373114063925046,79.35546150954951,4.5237417702330065,77.04614086135307,74.50433186177249
R0059,90.08191708397666,88.79921468247178,11.035558093120615,1.1407746507350616,94.67692233363134,1.2766663498230535,80.47306437091461,79.66222739174766
R0060,90.86727351932724,86.16193104011039,5.3518853258173165,1.8127084221912924,93.05399488526906,8.025483033945797,77.59692638216937,78.24565118045747
R0061,77.7239136485517,79.09301903142908,9.941249860616644,1.5681235596569576,81.99890626333095,5.655318769240576,71.72100776690245,69.39832840224783
R0062,90.11508543905995,90.60543808896819,13.053023269559032,1.245031736825432,89.39960245229597,9.015856262098628,82.21717449191875,79.84068882524123
R0063,80.77058640294527,97.8093306270165,18.661923957649233,0.6301129932151988,86.35522352558783,4.954715630653333,88.90440898469015,77.39420471660625
R0064,81.85665529146812,91.25236183499743,17.69831483698104,1.08376034655244,80.45118224792165,9.414256718178798,82.96082727911475,75.47430675557379
R0065,79.03856219710494,91.6875902208323,6.912495900079786,0.18248968260851073,80.96508034270278,8.91868204381326,82.86188960675966,73.17694294328724
R0066,89.56297434536637,90.11077539330728,6.3954556211134355,1.35789084856134,88.25677473588384,5.764598564592339,81.30779386016113,78.63712607094195
R0067,67.12016857659076,96.50361951897081,13.839010081350006,1.4501920377953017,88.1130749273528,9.338934381498634,87.29789501553788,69.66571259553437
R0068,76.93965592563393,97.19978822901395,12.98176958688174,1.9300632458198377,80.9779220340937,3.230887472945523,87.92074045883089,74.09229994892465
R0069,90.12610954603,89.044686007893,8.995664621450358,0.5207947174901433,86.31107251688131,3.6564216270421133,80.47331017375194,78.7134494235701
R0070,85.31472257505897,87.85025836442858,18.491796268307528,0.036912838086045285,91.66722845141095,0.45477951306036934,79.79119368718756,77.50209946828483
R0071,92.72271218597909,90.72814633837822,18.910496141923304,1.0912169288543012,84.42711660173067,5.892009067638531,82.4349690383146,81.39466564793638
R0072,88.62518056587268,81.07253479986437,11.03917157510244,1.413581008793629,85.9679236248799,7.219239699289334,73.56068078968421,75.99904201764082
R0073,79.1403988032951,81.84946124225584,18.354538356702804,1.580814951765976,83.48555640437516,7.735191902421032,74.55179312222302,71.99584700468894
R0074,88.60719759755773,94.85719153559994,10.759233413944589,0.3874778660496212,89.33573264359767,1.498162860461033,85.79296167291311,79.94516085192886
R0075,89.10653870104352,91.1433803858872,16.052252477445503,0.5235057380740473,82.93798144238077,4.441590723125003,82.73665732848426,79.274455433121
R0076,73.8059666108647,83.71743916895267,12.139133263215863,1.0251818505345927,73.22750111403752,1.7686321209391564,76.02431118528553,68.11933224374525
R0077,79.30156020141247,87.67506006757584,6.838747347607745,0.6612016199400037,92.65926162163736,6.621273488542489,79.336878068027,73.19528295819272
R0078,76.47694135141722,79.16538944000445,18.919013018555322,1.72102297317489,79.58032370655779,1.5794637242176812,72.11573879785998,69.63928477127428
R0079,90.86181790715567,88.55237441767406,11.811448900663049,0.9475203074774405,76.61956099633997,9.041636839560748,80.3578131749041,78.21007555434451
R0080,93.03432683276682,81.5158064916765,16.017305604836054,1.599157288204006,87.72044719087191,2.3063464566141336,74.00854285724586,78.84892405867988
R0081,92.90946849869837,90.0743722572103,10.507607216469381,1.1612395209647075,77.89237134192518,2.9140226628824486,81.55698940827659,79.71671915945036
R0082,74.72906005788427,88.13098417638024,5.2832131786435195,1.546180283234224,91.76590818211172,8.509063221509997,79.35730231791021,70.7830329306004
R0083,85.92661204058928,95.05036704737623,6.507955380377538,0.6653459730606477,83.1923013911062,4.584676101457238,85.80102879671956,77.55373937608705
R0084,92.51973866026347,94.89578538274174,12.443292192348867,1.6628332438606224,91.96700130361194,0.23995945800073026,85.94803744534143,82.42506227552684
R0085,78.3715835886702,96.0179951834063,15.349465356895436,0.5491446311020431,76.33179101167894,4.945862512026458,86.9877058116136,74.46516517428287
R0086,87.94737701402391,85.74966482302607,10.021029898689186,1.0921976160065816,84.34757653598831,0.8454333538012304,77.68045156689763,76.68405759354103
R0087,74.16856617084018,93.37028421703931,15.432326887664756,0.42801422634774844,89.80340995355364,9.853447186873106,84.85949159166378,73.06465601124518
R0088,84.50747526511753,90.58409631300488,15.479533841479341,0.9510530432523867,86.76586239448663,5.881115704556024,82.35322262876016,76.9761530899148
R0089,83.65767957984173,90.05333563702288,15.559038609917463,0.6363504190174063,78.18283850184673,2.5653261761097843,82.0275611725969,75.90880203716046
R0090,82.27200474255463,83.24817969763396,12.387827810307627,0.5334068612744285,87.61396995010293,5.637176795476178,75.5577542102481,73.83258512013825
R0091,86.33581773921632,87.34655818479574,18.72329225182256,1.933970036056075,90.7952213958865,0.7686710338175484,79.44496018944761,77.76147069755727
R0092,81.21472504286533,92.88495574232304,12.337947769709235,0.32014821097346124,80.03143433658734,7.99891304268817,84.03714184507758,75.03826006919753
R0093,87.21141110905332,98.95687056464425,11.753977902449574,1.5746516749147905,83.14173270134788,9.253280538641636,89.60934506271664,79.91717664408823
R0094,85.19941928284632,88.87774029701738,7.990712285159405,1.9683299189664298,78.99764025027923,8.744443882061596,80.3470286701661,75.3003030044758
R0095,65.22111283896254,95.17671906957445,9.614826310345048,0.03980296748015566,88.41477856399186,3.417576022985628,86.0021971026003,68.3914919885021
R0096,82.58454695572654,91.18472552530875,5.63501738777455,1.39805482808419,87.56005451388644,3.257681196433685,82.25409236876568,75.02358046755876
R0097,88.69600645531887,91.86655371196933,14.503029404242554,0.5058236111125742,86.55291302444782,0.35087611216299996,83.38087188970063,79.29494811281243
R0098,87.2261450221681,84.98393228706541,8.728036158906393,0.08097564865660889,87.33590529403247,6.514003587009167,76.97084462830418,76.0767776785201
R0099,87.97130283017117,84.56903282974937,9.562328817281976,0.8057791579132616,84.23183038294985,5.349047841897949,76.63558117097253,76.32344033393187
R0100,87.19745557685597,89.07689879200869,16.56221782496482,1.87043562034175,82.55448279447398,4.5934637132734135,80.85014229465786,77.72632025158278
R0101,79.34849740700487,90.1590151456609,9.908317747421808,0.023530188733995372,87.38203321911793,9.07630953334707,81.65748909189766,73.93551392170356
R0102,87.6018695142723,83.00461846745206,8.632938380197132,1.1757713838595634,81.27240783232793,1.678789010828463,75.1343885187467,75.24408493514123
R0103,81.49897417004226,85.29592340222965,7.535866237005586,1.0027929571906486,90.07602289282504,0.09666266690182335,77.07480680271941,73.62363242033568
R0104,86.9836729000431,98.77393984599209,16.622876032729337,1.746768328742095,90.85086965959047,0.7331645212076543,89.59820501685603,81.00168915641343
R0105,85.00497144465928,96.90555434757742,6.945593869850404,0.16800342904125132,87.5180371907429,2.233714378273689,87.62513637952114,78.3020621390915
R0106,89.12594184497183,74.2386819636026,11.806306403755304,1.3630520597733007,85.59369632574024,0.3328554926345695,67.31920489781443,74.54130948752969
R0107,79.89617976726814,78.56867889274888,12.603951741157916,1.3602193968665546,75.94728548167062,5.028437106431355,71.15428905253353,69.98837054858829
R0108,83.94503282893723,81.28710655604307,15.310848690285718,1.3381600337245665,77.01892739097278,3.1409045523357806,73.9943345662053,73.30812264466611
R0109,79.84871535505266,92.34141825592692,14.499252234994932,1.884668989870074,85.89896027327521,1.8048300806813267,83.62937642689069,74.9461918683998
R0110,91.74875585941021,86.66111220892539,17.16081009417762,1.6461750580137609,83.6527398017371,7.500840749486621,78.76128208561414,79.6443521200331
R0111,91.9036540270908,79.41891841067489,5.671271508893573,0.08394545248701202,91.21134351594362,2.0445132623253004,71.78856922837412,77.09111780631646
R0112,75.58584550642013,83.37018344054816,9.446610871690957,0.9421657014090263,91.50965128310415,6.876051009937933,75.50390817981761,70.60237941872407
R0113,72.4854707662014,83.80274721440475,9.202011781630695,0.795906112402667,93.8902677174766,3.492649058476389,75.85973945709745,69.12348389748071
R0114,75.0008421285783,92.57497832155454,7.190253583881623,0.6202944421816041,92.4663647401897,5.118277606625545,83.35176586541603,72.56495249432179
R0115,63.802956721709734,88.0133151006153,9.337673807846647,0.9026734503081946,86.6317847571969,9.338670398513198,79.56348223944836,65.40752355761602
R0116,89.23926540567194,74.79556435715232,9.646479712143552,0.7683883698519549,87.73903304975937,0.3735163481581283,67.78954152340002,74.64106126372468
R0117,64.04076538025836,88.04451210273052,12.828266928912175,0.8646677997573307,85.0240947071495,5.002645074774619,79.8273315280876,65.80225229335846
R0118,74.11867577073022,90.20650489747456,14.95556718389384,1.958523731217285,93.24767422254912,8.544229603276182,81.88687321037753,72.29770374884214
R0119,82.8610939624635,99.51724527681526,10.71650770417721,0.17726594949916152,87.63795282478928,5.879742483703485,90.19463233550839,78.22323814230771
R0120,76.57556214465629,92.31673011627583,15.792053469700718,1.8444617396774596,82.09186603751897,2.7687051696515663,83.83310542910134,73.30452781037133
R0121,80.17446201613969,85.65747561992754,10.0424800786937,0.9604734269420534,92.93948291909322,3.976811351450343,77.47292681827427,73.52516356653037
R0122,65.57612742963045,94.19320066656282,9.354255159721404,1.2474844909990823,89.7774308359148,6.802656287285745,85.12536886812038,68.24416898999638
R0123,87.34656521909592,86.64549453977124,13.117820837855366,1.6603659332353877,90.94750336245318,8.90811894313803,78.71696187120496,77.72276943618569
R0124,80.4309521338912,89.92175980498303,5.355745404586859,0.7209260582985111,80.24707474892881,0.41066373746611595,81.14341387671377,73.16336914430225
R0125,77.01226283486979,91.50821509504102,6.196836854510005,0.8608438161759338,84.39229459607654,0.7153882189037641,82.61465241927698,72.36632526455513
R0126,93.39842087320443,90.37474704999079,11.269543153797905,0.8190369605574279,88.89733590270954,3.2505152360958753,81.91078525294441,81.31619967811473
R0127,76.8579964217989,89.75827515847794,19.143690670876346,0.7494620450715197,70.72546399928329,2.32779684437479,81.82588123820884,72.0319502610679
R0128,92.9139556736286,77.01573048847004,15.822676697651355,1.8510586432937899,81.54957860068714,2.64930886222406,69.92261191978294,77.11020618391964
R0129,74.2751169535373,83.28519733637947,6.321898542508366,1.6578597823860242,88.5047625333464,2.2126999862588095,75.14026786292949,69.07544774632417
R0130,71.90187591873611,90.55195288878704,17.694770191713104,0.2179999797259522,79.13934546845572,1.9582504885515772,82.21019993536503,70.14961545133782
R0131,89.76947176232713,78.05106565456963,15.984511559122716,0.21624670495419207,89.67889245207124,1.3062396686929179,71.00473514244577,76.77349717600636
R0132,76.2794314695793,71.61404750944376,14.164197885539798,0.8557390297059824,90.12715192652705,9.33954131795238,65.17482503775199,68.18134511353242
R0133,86.52386336636212,83.19842223510223,17.30439440913766,0.1973147534656181,89.07149014269973,1.4418946390615306,75.69750994617047,76.48883516457632
R0134,89.20955155538343,95.50675024819087,11.061647716144357,1.2381861905422393,89.22123454192247,2.044037747655362,86.62322959196926,80.5352178993479
R0135,88.59922262946597,87.54743658486807,8.322515762807791,0.2873832145234678,85.74767069653964,2.4626572398078572,79.20606972570506,77.49661902833297
R0136,78.27970927829094,80.80184429198835,12.68035083663139,1.0447465279336021,89.93987116534261,9.330148731304206,73.293213503726,71.48884014380111
R0137,84.20595247827097,96.05723663348769,13.232626333902108,0.014439894007435505,77.11978886846642,7.557141336010847,87.07720867055156,77.1448014500828
R0138,85.02744912498889,77.49096916221191,13.07489558014868,0.6331926968252934,86.80327826676677,7.896994303155147,70.2279717877097,73.61761909754108
R0139,65.1707451821982,93.56191714403536,13.47610687220158,1.3543814473453109,82.45720549510182,1.0475825953849804,84.80277847032363,67.5160396057112
R0140,83.36428115950605,87.7879769143728,19.230573773587714,0.9680778804556969,78.41266493037736,8.363098750156716,79.95814267890495,75.31814010215518
R0141,88.72421014381982,75.98224959401448,18.533684346443472,1.9565389719979762,73.1403123802045,4.08193081817418,69.2010749277431,74.10019944778625
R0142,89.77711065354222,89.60091378776545,18.13575554838409,1.7482075921324216,77.39275949770553,2.6282302621238873,81.48331113390645,78.73343553836429
R0143,88.02974866448059,84.96617150303837,17.021252163629406,0.7181415580863024,75.89167468629162,5.757500835203105,77.21764225937117,76.48546326133743
R0144,83.83294433929902,87.04518694128456,19.15142160897928,0.0909730829445492,87.01340750020059,8.221829058167339,79.16921839376596,76.25639481692566
R0145,88.72430894355202,90.05244083523029,6.4774196251910485,1.6912526002300377,84.86822038478297,7.786521510749093,81.2758842337834,77.86634485967011
R0146,79.64204823840416,89.08676783866825,8.976848921686091,1.8224686206293428,91.62334778478568,8.89997482581132,80.55787076215016,73.84509670302803
R0147,92.3575016516569,93.34114218584426,12.425839184818773,1.6412547868380736,85.74471970383875,9.281321860154438,84.52938808366066,81.34226011074283
R0148,88.78608913993517,87.05698532317372,17.69801739685108,0.2558998818395297,89.94847877495151,2.3812207142774957,79.24374422697878,78.96140180165139
R0149,80.6398862783355,98.43247962588549,12.577485672840988,1.9958302688245755,81.68197792880349,4.238578941692717,89.19597868243154,76.2541119461615
R0150,81.13547743610918,85.81141898696814,16.22052109012383,0.5171684431055477,89.8545084492833,0.14628539205070012,78.09272812554887,74.72782501104439
R0151,83.42764605404452,93.8836830764019,7.084398578733744,1.4484098256167401,85.86890162502817,8.7932165926506,84.86285134293512,76.4295784519647
R0152,85.2439253494176,93.60211068411377,8.786207194648403,1.816069752671443,81.91335266677193,1.5457215147476755,84.69093909036786,77.08493997325111
R0153,89.25446080930891,86.59559532980028,15.976641425565086,0.47137422866141887,89.92977093285528,8.614748123426942,78.76100735076575,78.93821870915772
R0154,92.69311018938956,82.6143031964321,7.471010133315861,1.8165171093541321,82.87051128709284,3.2938732198659637,74.67123011094428,77.78808793118657
R0155,78.99200758582234,95.49435419311678,10.2703390198239,0.6189631583897339,89.50109771269996,3.681335899811382,86.62178371036126,75.41612417969662
R0156,80.00666956440166,93.59693529488874,8.972993867203572,1.9528264447681123,79.55405757702364,0.39132254483859374,84.66661211957573,74.23089825359821
R0157,76.49119176719262,87.56887202283137,10.247925413337178,0.5625200407609492,93.29996599672128,3.268787897653196,79.21173838939303,72.15477622712922
R0158,76.56441889831837,86.35542298118747,15.624860736169556,1.9068716495156703,77.3895458731781,8.88363682801264,78.21947545171918,70.99352578736432
R0159,84.70709124806706,90.59771296958019,10.517707717142015,0.10708930178534981,79.89332341684155,0.2554740112160414,82.03435734416382,76.17284997636133
R0160,79.66256318708416,92.89780532886982,13.328949839119103,1.418544023339626,81.76347767036738,4.063274730467254,84.26601928941996,74.47986518360136
R0161,79.76558749113626,86.8014184495393,6.498978155816145,1.0642222676740074,69.80434712587541,0.31399629812741137,78.48890940973752,71.09813333538257
R0162,80.12770405265437,93.05541381911931,17.075265398519416,0.9557541542454613,90.8126613607492,3.7092342510906495,84.43080058506074,76.31139555526968
R0163,78.4489875315456,89.90646783095109,10.548329384721873,0.44698862851168,80.98213344962335,1.7264064078029118,81.49383027950152,72.8722603885971
R0164,74.95938225402922,95.75926063755227,14.728012385500136,1.411191579552984,73.37867268242745,2.5221839326837205,86.96264421608716,72.41113399217006
R0165,93.08955440989124,93.33391926797162,15.88084402492749,0.3816189828926142,77.35713901387643,8.77598373161419,84.83636228288537,81.14345599924181
R0166,78.09701675485985,99.79275377672212,8.144913831675506,1.1056835919695365,82.65932194853568,4.36049220621891,90.2070124620332,75.04225910631864
R0167,84.07634756032033,91.81256947061544,18.27012477430025,0.5064907260805016,89.6096356694502,2.737979914019122,83.50621316508465,77.9956627643756
R0168,84.74571126736552,98.6312420663985,14.243363774104294,1.9112427595627122,89.43167392237542,5.893383779505478,89.33872370407455,79.54244939181066
R0169,83.448702745562,86.24963979692374,11.430877126272222,0.05726238767130565,80.54786425945258,1.4210695983258237,78.27191118615123,74.45053785416741
R0170,90.93481167414942,95.95167834546103,7.735027753673293,0.3994565602224731,83.89707983520532,2.5939160742085585,86.78162376556162,80.61866973739647
R0171,78.5673252578928,98.2031452452132,19.1345140685181,0.48462121277489545,90.09532335582875,5.462479676028885,89.2826116588152,76.99566091314061
R0172,73.48788387335647,82.29056913850962,16.326023061974375,0.8281356515356328,89.16328292056672,2.3752304184806885,75.0906172300476,69.95246559720246
R0173,82.90121240976671,92.58940376175181,8.120368440998734,0.46546048374010707,86.82041234664585,6.791277374008732,83.56222889259122,75.97988969006065
R0174,72.53217825070054,73.2416494510706,10.065661620863366,0.9826981805375705,87.38089330069546,4.9149130225952256,66.3484195526996,65.93606068317203
R0175,75.46239295434786,91.37378094336853,17.1451138713211,1.744931046517078,86.08909819459438,7.719890702546909,82.92927226872754,72.91345080810487
R0176,93.84558034772093,93.80994308287984,15.435164948230085,1.4241268428183416,85.96246358354517,9.482445357224686,85.16791826799621,82.47513707302758
R0177,86.40369930103768,82.44523829686952,16.486764390735864,1.159923961070222,91.27645490487485,1.1580488934740774,74.77216012484399,76.29295495512916
R0178,76.65680593156625,83.65499461994989,11.618016533193986,0.1780063559653593,93.402468293706,3.3466500998454487,75.98842229410883,71.7707791450301
R0179,89.7894298337534,88.84226150949502,15.747143939632503,1.3879842167785512,88.46508001700568,3.1954906287840656,80.77653837819604,79.53651260971219
R0180,74.81639761897954,92.97445523445916,10.797405842958707,0.3328285686218797,81.6295838796493,1.5118291933725425,84.2269740184727,71.8343142969513
R0181,87.86073220500671,80.5042270311716,8.168943754072947,1.572734771923396,86.23390230723928,8.103031373334709,72.75258238558136,75.08666075732486
R0182,82.24977485481895,86.49735996833027,14.4901555226204,0.5001135170203064,80.30118658716002,7.5987870403879,78.61875705683384,74.0660842975195
R0183,87.58194771176085,80.29607381551061,19.640208883981913,0.8340974566418018,82.21077054507089,4.84425470834399,73.23964264518906,76.01290988542844
